KOD_MASCO,SECTION_1D,DESCRIPTION_ENGLISH,DESCRIPTION_MALAY
132128,1,Pengurus Pengeluaran Kimia,"Production Manager, Chemicals"
132129,1,Pengurus Pengeluaran Bekalan Gas,"Production Manager, Gas Supply"
132130,1,Pengurus Pengeluaran Penapisan Minyak,"Production Manager, Oil Refinery"
132131,1,Pengurus Pengeluaran Penapisan Petroleum,"Production Manager, Petroleum Refinery"
132132,1,Pengurus Pengeluaran Penjanaan Kuasa,"Production Manager, Power Generation"
132133,1,Pengurus Reka bentuk,Design Manager
132134,1,Pengurus Bahan Api Biologi,Biofuel Plant Manager
132135,1,Ketua Pengilangan,Head of Manufacturing
132136,1,Ketua Rawatan Panas (Logam),Head of Heat Treatment (Metal)
132137,1,Pengurus Gudang,Store Manager
132201,1,"Pengurus Pengeluaran dan Operasi, Perlombongan","Production and Operation Manager, Mine"
132202,1,"Pengurus Pengeluaran dan Operasi, Kuari","Production and Operation Manager, Quarry"
132203,1,"Pengurus Pengeluaran dan Operasi, Pengekstrakan Minyak dan Gas","Production and Operation Manager, Oil and Gas Extraction"
132204,1,Pengurus Pengekstrakan Minyak dan Gas,Oil and Gas Extraction Manager
132205,1,Pengurus Perlombongan,Mining Manager
132206,1,Pengurus Kuari,Quarry Manager
132207,1,Pengurus Pemasangan Luar Pesisir,Offshore Installation Manager
132208,1,Pengurus Pengeluaran Bahan Api Teknologi Hijau,Green Technology Fuel Production Manager
132209,1,Pengawal Pengeluaran Perlombongan,"Production Controller, Mining"
132210,1,Pengurus Kaji Logam,"Manager, Metallurgy"
132211,1,Pengurus Pemasangan Luar Pesisir: Minyak atau Gas,"Manager, Offshore Installation: Oil or Gas"
132212,1,Pengurus Loji Perlombongan,"Plant Manager, Mining"
132213,1,Pengurus Perkhidmatan Lapangan Lombong,Field Service Mine Manager
132301,1,Pengurus Pembinaan,Construction Manager
132302,1,"Pengurus Pengeluaran dan Operasi, Pembinaan","Production and Operation Manager, Construction"
132303,1,Pengurus Kontrak Pembinaan,Construction Contract Manager
132304,1,Pengurus Operasi Pembinaan,Construction Operation Manager
132305,1,Pengurus Projek Pembinaan,Construction Project Manager
132306,1,Pengurus Tapak Pembinaan,Construction Site Manager
132307,1,Pengurus Tugas Pembinaan,Construction Duty Manager
132308,1,Pembangun Projek Pembinaan,Construction Project Builder
132309,1,Pengurus Binaan Awam dan Struktur,Structure and Construction Manager
132310,1,Pengurus Senibina dan Bangunan,Building and Architecture Manager
132311,1,Pengurus Ukur Tanah,Land Surveyor Manager
132312,1,Pengarah Kejuruteraan Pembinaan,Construction Engineering Director
132313,1,Pengurus Kejuruteraan Pembinaan,Construction Engineering Manager
132314,1,Pengurus Penyelenggaraan Kemudahan Bangunan Hijau,Green Building Facilities Maintenance Manager
132315,1,Penolong Pengurus Penyelenggaraan Kemudahan Bangunan Hijau,Green Building Facilities Maintenance Assistant Manager
132316,1,Pengurus Perobohan Bangunan,Building Demolition Manager
132317,1,Penolong Pengurus Perobohan Bangunan,Building Demolition Assistant Manager
132318,1,Pembangun Bangunan Hijau,Green Builder
132319,1,Pengurus Ukur Bahan,Quantity Surveyor Manager
132320,1,Kontraktor Pembinaan,Contractor Construction
132321,1,Ketua Arkitek,Head of Architect
132401,1,Ketua Stesen Kereta api,Railway Station Master
132402,1,Pengurus Pengangkutan,Transport Manager
132403,1,Pengurus Bekalan,Supply Manager
132404,1,Pengurus Gudang,Warehouse Manager
132405,1,Pengurus Logistik,Logistics Manager
132406,1,Pengurus Pembelian,Purchasing Manager
132407,1,"Pengurus Pengeluaran dan Operasi, Pengangkutan","Production and Operation Manager, Transport"
132408,1,"Pengurus Pengeluaran dan Operasi, Pengangkutan (Saluran Paip)","Production and Operation Manager, Transport (Pipeline)"
132409,1,"Pengurus Pengeluaran dan Operasi, Pengangkutan (Trafik Angkut Barang)","Production and Operation Manager, Transport (Freight Traffic)"
132410,1,"Pengurus Pengeluaran dan Operasi, Pengangkutan (Trafik Penumpang)","Production and Operation Manager, Transport (Passenger Traffic)"
132411,1,Pengurus Pengagihan,Distribution Manager
132412,1,"Pengurus Pengeluaran dan Operasi, Penyimpanan","Production and Operation Manager, Storage"
132413,1,Pengurus Penyimpanan,Storage Manager
132414,1,Pengurus Perkapalan,Shipping Manager
132415,1,Pengurus Sistem Saluran Paip,Piping System Manager
132416,1,Pengurus Operasi Logistik Halal,"Manager, Halal Logistics Operation"
132417,1,Pengurus Kawalan Bahan,Material Control Manager
132418,1,Penolong Pengurus Kawalan Bahan,Material Control Assistant Manager
132419,1,Pengurus Penyelenggaraan Kereta Elektrik,Electric Car Maintenance Manager
132420,1,Pengurus Penyelenggaraan Kenderaan Gas Asli,Natural Gas Vehicle Maintenance Manager
132421,1,Penolong Pengurus Penyelenggaraan Kenderaan Gas Asli,Natural Gas Vehicle Maintenance Assistant Manager
132422,1,Pengurus Penyelenggaraan Kenderaan Sel Bahan Api,Fuel Cell Vehicle Maintenance Manager 
132423,1,Pengurus Pembelian Pemprosesan Daging Halal,"Purchasing Manager, Halal Meat Processing"
132424,1,Pengurus Kenderan Udara Tanpa Pemandu (UAV),Unmanned Aerial Vehicle Manager (UAV)
141101,1,Pengurus Hotel,Hotel Manager
141102,1,Pengurus Asrama Gred N41,Hostel Manager Grade N41
141103,1,Pengurus Hostel,Hostel Manager
141104,1,Pengurus Motel,Motel Manager
141105,1,"Pengurus Pengeluaran dan Operasi, Hotel","Production and Operation Manager, Hotel"
141106,1,Pengurus Rumah Penginapan,Homestay Manager
141107,1,Pengurus Rumah Tamu,Guest-House Manager
141108,1,Pengurus Rumah Tumpangan,Budget Hotel Manager
141109,1,Pengurus Kaunter Depan,Front Desk Manager
141110,1,Pengurus Kaunter Pejabat,Front Office Manager
141111,1,Pengurus Perkhidmatan Makanan dan Minuman,Food and Beverage Services Manager
141112,1,Pengurus Resort,Resort Manager
141113,1,Pengurus Penginapan,Accommodation Manager
141114,1,Pengurus Pengendalian Makanan,Food Handling Manager
141115,1,Pengurus Acara Hotel,Event Hotel Manager
141201,1,Pengurus Restoran,Restaurant Manager
141202,1,Pengurus Bar,Bar Manager
141203,1,Pengurus Kafe,Cafe Manager
141204,1,Pengurus Kantin,Canteen Manager
141205,1,"Pengurus Kafe, Bar dan Snack-Bar","Cafe, Bar and Snack-Bar Manager"
141206,1,Pengurus Katering,Catering Manager
141207,1,"Pengurus Pengeluaran dan Operasi, Restoran","Production and Operation Manager, Restaurant"
141208,1,Pengurus Restoran Layan Diri,Self-Service Restaurant Manager
141209,1,Pengurus Disko,Discotheque Manager
141210,1,Pengurus Bilik Jamuan,Refreshment Room Manager
141211,1,Pengurus Kedai Teh,Tea Shop Manager
141215,1,Pengurus Jurumasak,Chef Manager
142101,1,Pengurus Perdagangan Runcit,Retail Trade Manager
142102,1,"Pengurus Pengeluaran dan Operasi, Perdagangan Runcit","Production and Operation Manager, Retail Trade"
142103,1,Pemborong,Wholesaler
142104,1,Pengurus Perdagangan Borong,Wholesale Trade Manager
142105,1,"Pengurus Perdagangan Runcit, Kedai Layan Diri","Retail Trade Manager, Self-Service Store"
142106,1,"Pengurus Perdagangan Runcit, Kedai-Pesanan Dalam Talian","Retail Trade Manager, Online-Order Store"
142107,1,Pengurus Jualan Eksport,Export Sales Manager
142108,1,"Pengurus Pengeluaran dan Operasi, Perdagangan Borong","Production and Operation Manager, Wholesale Trade"
142109,1,"Pengurus Perdagangan Borong, Eksport","Wholesale Trade Manager, Export"
142110,1,"Pengurus Perdagangan Borong, Import","Wholesale Trade Manager, Import"
142111,1,Peraih,Middlemen
142112,1,Peruncit,Retailer
142113,1,"Pengurus Pengeluaran dan Operasi, Perdagangan Runcit (Kedai)","Production and Operation Manager, Retail Trade (Store)"
142114,1,"Pengurus Pengeluaran dan Operasi, Perdagangan Runcit (Pasar Raya)",Production and Operation/Retail Trade (Supermarket)
151101,1,Ketua Pegawai Maklumat,Chief Information Officer
151102,1,Ketua Pegawai Data,Chief Data Officer
151103,1,Ketua Pegawai Keselamatan Maklumat,Chief Information Security Officer
151104,1,Ketua Pegawai Teknologi Maklumat,Chief Information Technology Officer
151105,1,Ketua Arkitek Teknologi Maklumat,Chief Information Technology Architect
151106,1,Pengurus Sistem Maklumat,Information Systems Manager
151107,1,Pengurus Teknologi Maklumat,Information Technology Manager
151108,1,Pengurus Pusat Komuniti Desa,Village Community Center Manager
151109,1,Pengurus Pengeluaran dan Operasi Komunikasi,"Production and Operation Manager, Communications"
151110,1,Pengurus Perkhidmatan Komputer,Computer Services Manager
151111,1,Pengurus Pemprosesan Data,Data Processing Manager
151112,1,Pengurus Pembangunan Aplikasi,Application Development Manager
151113,1,Pengurus Operasi Data,Data Operations Manager
151114,1,Pengurus Pembangunan ICT,ICT Development Manager
151115,1,Pengarah Sistem Maklumat,Information Systems Director
151116,1,Penyedia Perkhidmatan Internet,Internet Service Provider
151117,1,Pengurus Rangkaian,Network Manager
151118,1,Pengarah Animasi,Animation Director
151119,1,Pengurus Audio Visual,Audio Visual Manager
151120,1,Pengurus Pangkalan Data,Database Manager
151121,1,Pengurus Keselamatan Komputer,Computer Security Manager
151122,1,Pengurus Projek Teknologi Maklumat,Information Technology Project Manager
151123,1,Pengurus Infrastruktur Teknologi Maklumat,Information Technology Infrastructure Manager
151124,1,Pengurus Program Teknologi Maklumat,Information Technology Programme Manager
151125,1,Pengurus Jualan Teknologi Maklumat,Information Technology Sales Manager
151126,1,Pengurus Sumber Teknologi Maklumat,Information Technology Resource Manager
151127,1,Pengurus Bioinformatik,Bioinformatics Manager
151128,1,Pengurus Kreatif Multimedia,Creative Multimedia Manager
151129,1,Pengurus Prestasi Rangkaian,Network Performance Manager
151130,1,Pengurus Operasi Rangkaian,Network Operations Manager
151131,1,Pengurus Penempatan Rangkaian,Network Deployment Manager
151132,1,Pengurus Pembangunan Perniagaan Teknologi Maklumat,Information Technology Business Development Manager
151133,1,Pengurus Transformasi Teknologi,Technology Transformation Manager
151134,1,Pengurus Sokongan Teknologi Maklumat,Information Technology Support Manager
151135,1,Pengurus Pembangunan Perisian,Software Development Manager
151136,1,Pengurus Pembangunan Aplikasi E-Dagang,E-Commerce Application Development Manager
151137,1,Pengurus Tadbir Teknologi Maklumat,Information Technology Governance Manager
151138,1,Pengurus Pemodelan Maklumat Bangunan (BIM),Building Information Modelling Manager (BIM)
151139,1,Pengurus Risiko (Teknologi Maklumat),Risk Manager (Information Technology)
151140,1,Pengarah Keselamatan Siber,Director of Cybersecurity
151141,1,Pengurus Operasi Keselamatan (Teknologi Maklumat),Security Operation Manager (Information Technology)
151142,1,Pengurus Solution Architect,Solution Architect Manager
151143,1,Pengurus Software Architect ,Software Architect Manager
151144,1,Pengurus Data Analisis,Data Analytics Manager
151145,1,Ketua Seksyen Analisis Kegagalan,Failure Analysis Section Head
151146,1,Pengurus Kandungan (ICT),Content Manager (ICT)
151147,1,Pengurus Data,Data Manager
161101,1,Pengurus Pusat Asuhan Kanak-Kanak,Child Care Centre Manager
161201,1,Pengarah Perkhidmatan Perubatan,Medical Services Director
161202,1,Pengarah Jururawat,"Director, Nursing"
161203,1,Pengurus Kesihatan,Health Manager
161204,1,Pentadbir Hospital,Hospital Administrator
161205,1,Pengurus Operasi Kesihatan,"Operation Manager, Health"
161206,1,Pengurus Perubatan (Pentadbiran Perubatan),Medical Manager (Medical Administration)
161207,1,Pengarah Klinikal,Clinical Director
161208,1,Koordinator Penjagaan Kesihatan Komuniti,Community Health Care Coordinator
161209,1,Pentadbir Perubatan,Medical Administrator
161210,1,Pengurus Phytonutrients,Phytonutrients Manager
161211,1,Pendidik Kesihatan,Health Educator
161212,1,Pengarah Kemudahan Kesihatan,"Director, health facility"
161213,1,Pengarah Perkhidmatan Kesihatan,"Director, health service"
161214,1,Pentadbir Kemudahan Kesihatan,"Administrator, health facility"
161215,1,Pengurus Perkhimatan Kesihatan,"Manager, health service"
161216,1,"Matron, hospital","Matron, hospital"
161217,1,Ketua Pegawai Klinikal,Chief Clinical Officer
161218,1,Ketua Pegawai Kesihatan Awam,Chief Public Health Officer
161219,1,Pengurus Farmasi,Pharmacy Manager
161301,1,Pengurus Perkhidmatan Penjagaan Orang Tua,Aged Care Services Manager
161302,1,Pengarah Rumah Penjagaan Orang Tua,Aged Care Home Director
161303,1,Penyelaras Komuniti Penjagaan Orang Tua,Community Aged Care Coordinator
161304,1,Pengurus Kemudahan Penjagaan Orang Tua,Aged care facility Manager
161305,1,Pengurus Rumah Penjagaan,Nursing Home Care Manager
161306,1,Pengurus Pusat Penjagaan Orang Tua,Aged Care Centre Manager
161307,1,Pengurus Asrama Penjagaan Orang Tua,Aged Care Hostel Manager
161308,1,"Matron, Rumah Penjagaan","Matron, Nursing Home"
161401,1,Pengurus Kerja Sosial,Social Work Manager
161402,1,Pengurus Operasi Kerja Sosial,Social Work Operation Manager
161403,1,Pengurus Pusat Komuniti,Community Centre Manager
161404,1,Pengurus Pusat Kebajikan,Welfare Centre Manager
161405,1,Pengurus Khidmat Keluarga,Family Services Manager
161406,1,Pengurus Khidmat Perumahan,Housing Services Manager
161501,1,Pengurus Pendidikan,Education Manager
161502,1,Canselor,Chancellor
161503,1,Pengetua,Principal
161504,1,Guru Besar,Headteacher
161505,1,Pengurus Operasi Pendidikan,"Operation Manager, Education"
161506,1,Dekan,Dean
161507,1,Dekan Fakulti,Dean of Faculty
161508,1,Ketua Fakulti,Head Faculty
161509,1,Naib Canselor,Vice Chancellor
161510,1,Pengarah Sekolah,School Director
161511,1,Pengetua Kolej,"Principal, College"
161512,1,Pengetua Sekolah,"Principal, School"
161513,1,Pengetua Universiti,"Principal, University"
161514,1,Pemimpin Universiti,"Leader, University"
161515,1,Pengurus Latihan Vokasional,Vocational Training Manager
161601,1,Pengurus Cawangan Kewangan dan Insurans,Financial and Insurance Branch Manager
161602,1,Pengurus Cawangan Kewangan,Financial Branch Manager
161603,1,Pengurus Cawangan Insurans,Insurance Branch Manager
161604,1,Pengurus Bank,Bank Manager
161605,1,Pengurus Kesatuan Kredit,Credit Union Manager
161606,1,Pengurus Agensi Insurans,Insurance Agency Manager
161701,1,Pengurus Perundangan dan Pengurusan Risiko,Legal and Risk Management Manager
161702,1,Pengurus Perundangan,Legal Manager
161801,1,Pengurus Penyelenggaraan Harta,Property Maintenance Manager
161802,1,Pengurus Harta,Property Manager
161803,1,Pengurus Hartanah,Real Estate Manager
162101,1,Pengurus Aktiviti Sukan,Sports Activity Manager
162102,1,Pengurus Rekreasi,Recreation Manager
162103,1,Pengurus Agensi Pelancongan,Travel Agency Manager
162104,1,Pengurus Taman,Park Manager
162105,1,Pengurus Sukan,Sports Manager
162106,1,Pengurus Alam Sekitar,Environmental Manager
162107,1,Pengurus Kasino,Casino Manager
162108,1,Pengurus Kelab,Club Manager
162109,1,Pengurus Litar Lumba Kuda,Racecourse Manager
162110,1,Pengurus Medan Karavan,Caravan Park Manager
162111,1,Pengurus Pelayaran,Cruise Manager
162112,1,Pengurus Permainan,Gaming Manager
162113,1,Pengurus Pusat Sukan,Sports Centre Manager
162114,1,Pengurus Stadium,Stadium Manager
162115,1,Pengurus Sukan and Rekreasi,Sports and Recreation Manager
162116,1,Pengurus Tapak Perkhemahan,Camping Site Manager
162117,1,"Pengurus Pengeluaran dan Operasi, Pentas","Production and Operation Manager, Stage"
162118,1,Pengurus Lumba Kereta,Racing Car Manager
162119,1,Pengurus E-Sukan,E-Games Manager
162201,1,Pengurus Perkhidmatan Penjagaan Diri,Personal Care Services Manager
162202,1,Pengurus Pencucian,Cleaning Manager
162203,1,Pengurus Sanitari,Sanitation Manager
162204,1,Pengurus Sistem Pelupusan Sampah,Garbage Disposal System Manager
162205,1,"Pengurus Pendobian, Pencucian Kering dan Penseterikaan","Laundering, Dry-Cleaning and Ironing Manager"
162206,1,"Pengurus Pengeluaran dan Operasi, Pencucian","Production and Operation Manager, Cleaning"
162207,1,"Pengurus Pengeluaran dan Operasi, Perkhidmatan Penjagaan Diri","Production and Operation Manager, Personal Care Services"
162208,1,Pengurus Perkhidmatan Pengemasan,Housekeeping Service Manager
162209,1,Pengurus Dobi,Laundry Manager
162210,1,Pengurus Pengemasan Bilik,Housekeeping Manager
162211,1,"Pengurus Elektrik, Air dan Sanitari","Electricity, Water and Sanitation Manager"
162212,1,Pengurus Sistem Alam Sekitar,Environmental Systems Manager
162213,1,Pengurus Pembentungan,Sewerage Manager
162214,1,Pengurus Sisa Pepejal,Solid Waste Manager
162215,1,Penolong Pengurus Sisa Pepejal,Solid Waste Assistant Manager
162216,1,Pengurus Air,Water Manager
162217,1,Penolong Pengurus Air,Water Assistant Manager
162218,1,Pengurus Air Sisa,Waste Water Manager
162219,1,Penolong Pengurus Air Sisa,Waste Water Assistant Manager
162220,1,Penolong Pengurus Pengemasan Bilik,Assistant Housekeeping Manager
162221,1,"Pengurus Pengeluaran, Pengurusan Sisa","Production Manager, Waste Management"
162222,1,"Pengurus Pengeluaran, Bekalan dan Perawatan Air","Production Manager, Water Supply and Treatment"
162223,1,Pengurus Loji Insinerator,Incineration Plant Manager
162224,1,Penolong Pengurus Loji Insinerator,Incineration Plant Assistant Manager
162225,1,Pengurus Parking Kereta,Car Park Manager
162301,1,Pengurus Keselamatan,Security Manager
162302,1,Pengurus Operasi Keselamatan,Security Operation Manager
162303,1,Penolong Pengurus Keselamatan,Assistant Security Manager
162401,1,Pengurus Perpustakaan,Library Manager
162402,1,Pengurus Muzium,Museum Manager
162403,1,Pengurus Arkib,Archives Manager
162404,1,Pengurus Kebudayaan,Cultural Manager
162405,1,Pengurus Galeri Lukisan,Art Gallery Manager
162406,1,Pengurus Perkhidmatan Pemulihan (Arkib),Correctional Service Manager (Archive)
162407,1,"Pengurus Pengeluaran dan Operasi Aktiviti, Kebudayaan","Production and Operation Manager, Cultural Activities"
162408,1,Pengurus Pentas,Stage Manager
162409,1,Pengurus Wayang,Cinema Manager
162410,1,Pengurus Teater,Theatre Manager
162411,1,Pengurus Acara (Penyiaran),Floor Manager (Broadcastin
162412,1,Pengurus Artis,Artist Manager
211101,2,Ahli Fizik,Physicist
211102,2,Ahli Fizik Teori,"Physicist, Theoretical"
